Seller Platfrom,Seller SKU,Manufacturer Name,Manufacturer Code,Product Title,Description,Packaging,QTY,Catagory,Sub Catagory,Product Page URL,Attachment URL,Images URL
Dental City,66-104CH,Beutlich,0569-31,Hurricaine Liquid Cherry 1oz 0569-31,"Fast acting, contains 20% benzocaine",,,Anesthetics,Topicals,https://www.dentalcity.com//649/beutlich-hurricaine-liquid?66-104CH,https://www.dentalcity.com/MSDS/66-103CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19280-SkuImage.jpg
Dental City,66-104PC,Beutlich,1886-31,Hurricaine Liquid Pina Colada 1oz 1886-31,"Fast acting, contains 20% benzocaine",,,Anesthetics,Topicals,https://www.dentalcity.com//649/beutlich-hurricaine-liquid?66-104PC,https://www.dentalcity.com/MSDS/66-103CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19280-SkuImage.jpg
Dental City,66-109K,Beutlich,0679-60,Hurricaine Topical Spray Kit 0679-60,Recommended where larger areas of anesthesia are needed. Wild Cherry flavor works fast: 15-30 seconds,,,Anesthetics,Topicals,https://www.dentalcity.com//649/beutlich-hurricaine-topical-spray-kit?66-109K,https://www.dentalcity.com/MSDS/66-109.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19288-SkuImage.jpg
Dental City,66-109MK,Beutlich,0283-0914-60,Hurricaine Topical Spray Kit Mint 0914-60 *Ground Only,Recommended where larger areas of anesthesia are needed. Wild Cherry flavor works fast: 15-30 seconds,,,Anesthetics,Topicals,https://www.dentalcity.com//649/beutlich-hurricaine-topical-spray-kit?66-109MK,https://www.dentalcity.com/MSDS/66-109.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19288-SkuImage.jpg
Dental City,66-7140,Premier,9007140,Topicale Gel Pump Assorted 43G 3/Pack 9007140,"Topicale Gel Pumps ensure minimal waste and an economical, 43g package. Topicale is comprised of an 18% topical benzocaine formula and a water-soluble base, while Topicale Xtra has 20% oral benzocaine. Topicale has an easy-to-use pump dispenser that also reduces potential cross-contaminations.Topicale Xtra Oral Anesthetic also eliminates after-taste, and has just a 10-second onset on soft tissue. Instead of a pump, it comes in 1oz jars, because it is an oral anesthetic, as compared to a topical anesthetic.Topicale Flavors:CherryRaspberryStrawberryPina ColadaTopicale Xtra FLavors:Very Berry CherryMint FreezeJammi",Pack ,3,Anesthetics,Topicals,https://www.dentalcity.com//888/premier-topicale-gel-3pack?66-7140,https://www.dentalcity.com/MSDS/66-7140CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19378-SkuImage.jpg
Dental City,66-755MI,DMG,755101,Kolorz Topical Mint 1oz 755101,"Kolorz Topical Anesthetic Gel by DMG America has a maximum strength 20% Benzocaine formula with no bitter aftertaste. Quick-onset Kolorz Topical Anesthetic Gels provide fast pain relief for periodontal curettage and other procedures. In addition, they contain natural sweeteners (not artificial) xylitol and sucralose; they are guaranteed to taste better than any other brand! The flavors include: Cotton Candy, Cherry Burst, Triple Mint, Pina Colada, and Blue Raspberry. The quick-set formula provides temporary pain relief during periodontal curettage, local injections, intraoral scaling, root planing, and other procedures. Kolorz even prevents excessive salivation.20% BenzocaineGluten-free, Saccharin-free, and Aspartame-freeNatural sweeteners onlyGreat tasteVersatileQuick-setting, temporary relief. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item",,,Anesthetics,Topicals,https://www.dentalcity.com//721/dmg-kolorz-topical-anesthetic-gel?66-755MI,https://www.dentalcity.com/MSDS/66-755CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19389-SkuImage.jpg
Dental City,66-755CC,DMG,755103,Kolorz Topical Cotton Candy 1oz 755103,"Kolorz Topical Anesthetic Gel by DMG America has a maximum strength 20% Benzocaine formula with no bitter aftertaste. Quick-onset Kolorz Topical Anesthetic Gels provide fast pain relief for periodontal curettage and other procedures. In addition, they contain natural sweeteners (not artificial) xylitol and sucralose; they are guaranteed to taste better than any other brand! The flavors include: Cotton Candy, Cherry Burst, Triple Mint, Pina Colada, and Blue Raspberry. The quick-set formula provides temporary pain relief during periodontal curettage, local injections, intraoral scaling, root planing, and other procedures. Kolorz even prevents excessive salivation.20% BenzocaineGluten-free, Saccharin-free, and Aspartame-freeNatural sweeteners onlyGreat tasteVersatileQuick-setting, temporary relief. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item",,,Anesthetics,Topicals,https://www.dentalcity.com//721/dmg-kolorz-topical-anesthetic-gel?66-755CC,https://www.dentalcity.com/MSDS/66-755CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19389-SkuImage.jpg
Dental City,66-755RB,DMG,755104,Kolorz Topical Raspberry 1oz 755104,"Kolorz Topical Anesthetic Gel by DMG America has a maximum strength 20% Benzocaine formula with no bitter aftertaste. Quick-onset Kolorz Topical Anesthetic Gels provide fast pain relief for periodontal curettage and other procedures. In addition, they contain natural sweeteners (not artificial) xylitol and sucralose; they are guaranteed to taste better than any other brand! The flavors include: Cotton Candy, Cherry Burst, Triple Mint, Pina Colada, and Blue Raspberry. The quick-set formula provides temporary pain relief during periodontal curettage, local injections, intraoral scaling, root planing, and other procedures. Kolorz even prevents excessive salivation.20% BenzocaineGluten-free, Saccharin-free, and Aspartame-freeNatural sweeteners onlyGreat tasteVersatileQuick-setting, temporary relief. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item",,,Anesthetics,Topicals,https://www.dentalcity.com//721/dmg-kolorz-topical-anesthetic-gel?66-755RB,https://www.dentalcity.com/MSDS/66-755CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19389-SkuImage.jpg
Dental City,66-755CH,DMG,755102,Kolorz Topical Cherry 1oz 755102,"Kolorz Topical Anesthetic Gel by DMG America has a maximum strength 20% Benzocaine formula with no bitter aftertaste. Quick-onset Kolorz Topical Anesthetic Gels provide fast pain relief for periodontal curettage and other procedures. In addition, they contain natural sweeteners (not artificial) xylitol and sucralose; they are guaranteed to taste better than any other brand! The flavors include: Cotton Candy, Cherry Burst, Triple Mint, Pina Colada, and Blue Raspberry. The quick-set formula provides temporary pain relief during periodontal curettage, local injections, intraoral scaling, root planing, and other procedures. Kolorz even prevents excessive salivation.20% BenzocaineGluten-free, Saccharin-free, and Aspartame-freeNatural sweeteners onlyGreat tasteVersatileQuick-setting, temporary relief. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item",,,Anesthetics,Topicals,https://www.dentalcity.com//721/dmg-kolorz-topical-anesthetic-gel?66-755CH,https://www.dentalcity.com/MSDS/66-755CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19389-SkuImage.jpg
Dental City,66-755PC,DMG,755105,Kolorz Topical Pina Colada 1oz 755105,"Kolorz Topical Anesthetic Gel by DMG America has a maximum strength 20% Benzocaine formula with no bitter aftertaste. Quick-onset Kolorz Topical Anesthetic Gels provide fast pain relief for periodontal curettage and other procedures. In addition, they contain natural sweeteners (not artificial) xylitol and sucralose; they are guaranteed to taste better than any other brand! The flavors include: Cotton Candy, Cherry Burst, Triple Mint, Pina Colada, and Blue Raspberry. The quick-set formula provides temporary pain relief during periodontal curettage, local injections, intraoral scaling, root planing, and other procedures. Kolorz even prevents excessive salivation.20% BenzocaineGluten-free, Saccharin-free, and Aspartame-freeNatural sweeteners onlyGreat tasteVersatileQuick-setting, temporary relief. This product is a prescription drug and requires your State License Number to be on file with Dental City before you can purchase this item",,,Anesthetics,Topicals,https://www.dentalcity.com//721/dmg-kolorz-topical-anesthetic-gel?66-755PC,https://www.dentalcity.com/MSDS/66-755CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19389-SkuImage.jpg
Dental City,66-7152M,Premier,9007153,Topicale Xtra 1oz Mint 9007153,"Topicale Gel Pumps ensure minimal waste and an economical, 43g package. Topicale is comprised of an 18% topical benzocaine formula and a water-soluble base, while Topicale Xtra has 20% oral benzocaine. Topicale has an easy-to-use pump dispenser that also reduces potential cross-contaminations.Topicale Xtra Oral Anesthetic also eliminates after-taste, and has just a 10-second onset on soft tissue. Instead of a pump, it comes in 1oz jars, because it is an oral anesthetic, as compared to a topical anesthetic.Topicale Flavors:CherryRaspberryStrawberryPina ColadaTopicale Xtra FLavors:Very Berry CherryMint FreezeJammi",,,Anesthetics,Topicals,https://www.dentalcity.com//888/premier-topicale-xtra?66-7152M,https://www.dentalcity.com/MSDS/66-7140CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19385-SkuImage.jpg
Dental City,66-7152CH,Premier,9007152,Topicale Xtra 1oz Cherry 9007152,"Topicale Gel Pumps ensure minimal waste and an economical, 43g package. Topicale is comprised of an 18% topical benzocaine formula and a water-soluble base, while Topicale Xtra has 20% oral benzocaine. Topicale has an easy-to-use pump dispenser that also reduces potential cross-contaminations.Topicale Xtra Oral Anesthetic also eliminates after-taste, and has just a 10-second onset on soft tissue. Instead of a pump, it comes in 1oz jars, because it is an oral anesthetic, as compared to a topical anesthetic.Topicale Flavors:CherryRaspberryStrawberryPina ColadaTopicale Xtra FLavors:Very Berry CherryMint FreezeJammi",,,Anesthetics,Topicals,https://www.dentalcity.com//888/premier-topicale-xtra?66-7152CH,https://www.dentalcity.com/MSDS/66-7140CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19385-SkuImage.jpg
Dental City,66-7152ST,Premier,9007154,Topicale Xtra 1oz Strawberry 9007154,"Topicale Gel Pumps ensure minimal waste and an economical, 43g package. Topicale is comprised of an 18% topical benzocaine formula and a water-soluble base, while Topicale Xtra has 20% oral benzocaine. Topicale has an easy-to-use pump dispenser that also reduces potential cross-contaminations.Topicale Xtra Oral Anesthetic also eliminates after-taste, and has just a 10-second onset on soft tissue. Instead of a pump, it comes in 1oz jars, because it is an oral anesthetic, as compared to a topical anesthetic.Topicale Flavors:CherryRaspberryStrawberryPina ColadaTopicale Xtra FLavors:Very Berry CherryMint FreezeJammi",,,Anesthetics,Topicals,https://www.dentalcity.com//888/premier-topicale-xtra?66-7152ST,https://www.dentalcity.com/MSDS/66-7140CH.pdf,https://www.dentalcity.com/CatalogImages/DENLN/19-19385-SkuImage.jpg
